variable,window,product,pipeline_id,metric,value,note
rsds,validation_2006_2014,S3_cmip6_inputs,,pooled_variance,6809.95654296875,
rsds,validation_2006_2014,S3_cmip6_inputs,,p01_pooled,38.136322021484375,
rsds,validation_2006_2014,S3_cmip6_inputs,,p99_pooled,323.0396728515625,
rsds,validation_2006_2014,S3_cmip6_inputs,,lag1_domain_mean,0.9272323802922049,
rsds,validation_2006_2014,S3_cmip6_inputs,,seasonal_range_domain_mean,199.2418975830078,
rsds,validation_2006_2014,S3_cmip6_inputs,,pooled_skew,0.12054995447397232,
rsds,validation_2006_2014,S3_cmip6_inputs,,pooled_cv,0.4709324836730957,
rsds,validation_2006_2014,S3_cmip6_inputs,,KGE_vs_GridMET,0.7645762963112959,
rsds,validation_2006_2014,S3_cmip6_inputs,,RMSE_vs_GridMET,57.06946563720703,
rsds,validation_2006_2014,DOR,test8_v2,pooled_variance,6608.9794921875,
rsds,validation_2006_2014,DOR,test8_v2,p01_pooled,38.81841278076172,
rsds,validation_2006_2014,DOR,test8_v2,p99_pooled,324.97674560546875,
rsds,validation_2006_2014,DOR,test8_v2,lag1_domain_mean,0.9261169592161084,
rsds,validation_2006_2014,DOR,test8_v2,seasonal_range_domain_mean,196.2882537841797,
rsds,validation_2006_2014,DOR,test8_v2,pooled_skew,0.12167611718177795,
rsds,validation_2006_2014,DOR,test8_v2,pooled_cv,0.46464186906814575,
rsds,validation_2006_2014,DOR,test8_v2,KGE_vs_GridMET,0.7647345178482958,
rsds,validation_2006_2014,DOR,test8_v3,pooled_variance,6608.9794921875,
rsds,validation_2006_2014,DOR,test8_v3,p01_pooled,38.81841278076172,
rsds,validation_2006_2014,DOR,test8_v3,p99_pooled,324.97674560546875,
rsds,validation_2006_2014,DOR,test8_v3,lag1_domain_mean,0.9261169592161084,
rsds,validation_2006_2014,DOR,test8_v3,seasonal_range_domain_mean,196.2882537841797,
rsds,validation_2006_2014,DOR,test8_v3,pooled_skew,0.12167611718177795,
rsds,validation_2006_2014,DOR,test8_v3,pooled_cv,0.46464186906814575,
rsds,validation_2006_2014,DOR,test8_v3,KGE_vs_GridMET,0.7647345178482958,
rsds,validation_2006_2014,DOR,test8_v4,pooled_variance,6608.9794921875,
rsds,validation_2006_2014,DOR,test8_v4,p01_pooled,38.81841278076172,
rsds,validation_2006_2014,DOR,test8_v4,p99_pooled,324.97674560546875,
rsds,validation_2006_2014,DOR,test8_v4,lag1_domain_mean,0.9261169592161084,
rsds,validation_2006_2014,DOR,test8_v4,seasonal_range_domain_mean,196.2882537841797,
rsds,validation_2006_2014,DOR,test8_v4,pooled_skew,0.12167611718177795,
rsds,validation_2006_2014,DOR,test8_v4,pooled_cv,0.46464186906814575,
rsds,validation_2006_2014,DOR,test8_v4,KGE_vs_GridMET,0.7647345178482958,
rsds,validation_2006_2014,LOCA2,,pooled_variance,,not_applicable_external
