season,product,r_vs_gridmet,rmse_vs_gridmet_mm_day,mean_grad_mag,p95_grad_mag,mean_grad_mag_gridmet,high_freq_power_frac_r_ge_20,gridmet_high_freq_power_frac_r_ge_20
full,GridMET,1.0,0.0,0.05667847724186251,0.11605354162932902,0.05667847724186251,0.00944426308129786,0.00944426308129786
full,S3_cmip6_inputs,0.9342412385790098,0.21208119929707936,0.05723766244265203,0.10999054814265707,0.05667847724186251,1.729614566672211e-06,0.00944426308129786
full,DOR_test8_v2,0.9851755335982669,0.0782105471290227,0.06359581806239518,0.12338766708087189,0.05667847724186251,0.009866019544788666,0.00944426308129786
full,DOR_test8_v3,0.9830988530038958,0.14728939344105513,0.07460480800806764,0.1446434117819236,0.05667847724186251,0.017959854522538315,0.00944426308129786
full,DOR_test8_v4,0.9829070351447632,0.14834293265872375,0.07481565121677332,0.1456178555001145,0.05667847724186251,0.017903803413768616,0.00944426308129786
full,LOCA2,0.9785706845594324,0.08909865626632021,0.05719351346214522,0.11412082387059255,0.05667847724186251,0.004692579158858437,0.00944426308129786
full,NEX,0.9763327727518897,0.11144178488386994,0.04373430393462743,0.0832225348117824,0.05667847724186251,1.0875817887118181e-07,0.00944426308129786
DJF,GridMET,1.0,0.0,0.061249937888632186,0.13364617768471804,0.061249937888632186,0.004891687500437343,0.004891687500437343
DJF,S3_cmip6_inputs,0.9865976180811099,0.09894266999112415,0.05139612137245065,0.11655469959676903,0.061249937888632186,2.207047668001136e-06,0.004891687500437343
DJF,DOR_test8_v2,0.9923628808906669,0.09059142246223484,0.06646206380412481,0.15904107767009631,0.061249937888632186,0.007168892671596773,0.004891687500437343
DJF,DOR_test8_v3,0.9900769439331727,0.11155846849103404,0.07840738459990956,0.1938552314124282,0.061249937888632186,0.020714857186177486,0.004891687500437343
DJF,DOR_test8_v4,0.9898452043609719,0.1128995935401487,0.07906991655856102,0.19503815516300693,0.061249937888632186,0.021416179023875756,0.004891687500437343
DJF,LOCA2,0.9926120003266655,0.06814957711569578,0.0583931919741276,0.1330070401668475,0.061249937888632186,0.003157186348223708,0.004891687500437343
DJF,NEX,0.9873862512506959,0.10650272646910239,0.04553447774004642,0.09756634372397248,0.061249937888632186,2.5083759661537626e-06,0.004891687500437343
MAM,GridMET,1.0,0.0,0.07881355615662032,0.1564458539882272,0.07881355615662032,0.008819649315041174,0.008819649315041174
MAM,S3_cmip6_inputs,0.9070740334583984,0.22147455455746942,0.07118487222081155,0.12496259456003085,0.07881355615662032,1.0646765511454274e-05,0.008819649315041174
MAM,DOR_test8_v2,0.9711408672291998,0.11055846447480176,0.0979841312597013,0.18562772176680076,0.07881355615662032,0.006733010645337971,0.008819649315041174
MAM,DOR_test8_v3,0.9597348031748426,0.30670710232645815,0.12574293861994576,0.2517549694457918,0.07881355615662032,0.023345762640156496,0.008819649315041174
MAM,DOR_test8_v4,0.9593315689436518,0.3086883287232426,0.12612283305757435,0.2523237651612997,0.07881355615662032,0.0233521159828822,0.008819649315041174
MAM,LOCA2,0.9580390769900161,0.23913009915422734,0.07409151992681925,0.15026745332525948,0.07881355615662032,0.006953058812570595,0.008819649315041174
MAM,NEX,0.9691961021127147,0.2414061804977533,0.054336254643422725,0.10134210356595567,0.07881355615662032,1.061099118040776e-05,0.008819649315041174
JJA,GridMET,1.0,0.0,0.0954510535019328,0.1938394439838568,0.0954510535019328,0.012148058684419122,0.012148058684419122
JJA,S3_cmip6_inputs,0.6607992439964717,0.5047481365396305,0.1301942376455275,0.2417177967841421,0.0954510535019328,3.542634246242201e-06,0.012148058684419122
JJA,DOR_test8_v2,0.9132934437450234,0.21509782025053892,0.1123792681797536,0.22412549160259204,0.0954510535019328,0.012946476695702367,0.012148058684419122
JJA,DOR_test8_v3,0.9036999256774986,0.24215507921034993,0.1476075778570405,0.29615433362806337,0.0954510535019328,0.02627700577179303,0.012148058684419122
JJA,DOR_test8_v4,0.9027875864302486,0.2433909304811167,0.1482742233814705,0.29576922440992065,0.0954510535019328,0.026068488179058897,0.012148058684419122
JJA,LOCA2,0.8432648091547268,0.19397078235248028,0.10482298894323819,0.20351681724761606,0.0954510535019328,0.010157429625148099,0.012148058684419122
JJA,NEX,0.89415828329337,0.18827834661809587,0.05694738550759586,0.11824179182534966,0.0954510535019328,6.208545353526698e-06,0.012148058684419122
SON,GridMET,0.9999999999999999,0.0,0.07487297962854514,0.1629486740053725,0.07487297962854514,0.003675920161884189,0.003675920161884189
SON,S3_cmip6_inputs,0.7199870630245966,0.42573913014541176,0.09592178073949403,0.21049828015021027,0.07487297962854514,5.956413260014221e-05,0.003675920161884189
SON,DOR_test8_v2,0.9395528692932075,0.143525517199658,0.09366304799647292,0.18930506841490516,0.07487297962854514,0.009848892286327696,0.003675920161884189
SON,DOR_test8_v3,0.9182623312961022,0.16813324313808886,0.11620628135768071,0.22927405086614797,0.07487297962854514,0.0472440263491228,0.003675920161884189
SON,DOR_test8_v4,0.9177990991897226,0.16859547423301302,0.11649114480715275,0.2294727780555728,0.07487297962854514,0.047299209996426284,0.003675920161884189
SON,LOCA2,0.9415116903696614,0.1710829370617543,0.08372349202661099,0.1758548709658212,0.07487297962854514,0.005153633339286925,0.003675920161884189
SON,NEX,0.9364334666119999,0.1694059219025608,0.0575147485426592,0.11559998107070862,0.07487297962854514,4.161767529827152e-06,0.003675920161884189
