product,domain_time_mean_mm_day,wet_day_frac_pct_gt_0p1mm,n_days,shape
GridMET,2.396196126937866,38.19686541862768,12418,216x192
S3_cmip6_inputs,2.534106492996216,52.2131002447535,12418,216x192
DOR_test8_v2,2.319449731305903,32.63527147144005,12418,216x192
DOR_test8_v3,2.500255543691044,36.317492688341254,12418,216x192
DOR_test8_v4,2.5011716589009447,32.73925380788133,12418,216x192
LOCA2,2.351439952850342,31.57801313689454,12418,216x192
NEX,2.315231962273578,37.85709252697697,12418,216x192
