product,domain_time_mean_mm_day,wet_day_frac_pct_gt_0p1mm,n_days,shape
GridMET,2.3963427543640137,38.686407835400225,12418,144x144
S3_cmip6_inputs,2.5363471508026123,52.22321847828473,12418,144x144
DOR_test8_v2,2.3219187259674072,34.13044105480384,12418,144x144
DOR_test8_v3,2.502220630645752,37.84494460242686,12418,144x144
DOR_test8_v4,2.5031380653381348,34.494527220769136,12418,144x144
LOCA2,2.3310139179229736,29.820732415137126,12418,144x144
NEX,,,12418,144x144
